Support_ID;Stations_ANFR_Orange;Nb_stations_orange;Exploitant_Orange;Latitude;Longitude;Hauteur_m;Nature_support;Proprietaire;Adresse;Code_postal;Code_INSEE;Departement;Technologies_systemes
770269;0090220086 | 0092290066;2;Orange | Orange service fixe;42.8922222;0.9847222;13.0;Pylône tubulaire;EDF ou GDF;Tuc de Puech - chem de randonnée du biros;09800;09034;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
2550585;0090220159 | 0092290169;2;Orange | Orange service fixe;42.9669444;1.0258333;18.0;Pylône autostable;ATC FRANCE;Fount de l'Espié - che de Tap;09800;09035;09;FH | LTE 700 | LTE 800 | UMTS 900
2416276;0092290177;1;Orange;43.1813889;1.2691667;32.8;Pylône autostable;ON TOWER FRANCE;ST JAMMES - Chemin ST JAMMES;09350;09038;09;LTE 700 | LTE 800 | UMTS 900
3244871;0092290230;1;Orange;43.1727778;1.2880556;36.0;Pylône autostable;SFR;BUC - chemin du mounge;09350;09038;09;LTE 700 | LTE 800 | UMTS 900
2412838;0090220167 | 0092290143;2;Orange | Orange service fixe;43.1352778;1.7091667;33.0;Pylône autostable;TOTEM;LA SERRE - ROUTE DE LA SERRE;09700;09040;09;FH | LTE 700 | LTE 800 | UMTS 900
100171;0090220061;1;Orange service fixe;43.0172222;1.3730556;6.0;Pylône autostable;TOTEM;Segalas - aire de Repos D117;09240;09042;09;FH
2826850;0092290180;1;Orange;43.0169444;1.3866667;38.0;Pylône autostable;TDF;Prioulat - Proche mln vic - D117;09240;09042;09;LTE 1800 | LTE 700 | LTE 800 | UMTS 900
466398;0090220062 | 0092290014;2;Orange | Orange service fixe;43.0194444;1.4755556;53.0;Pylône autostable;TDF;le Puech;09240;09042;09;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2822608;0092290133;1;Orange;42.8722222;1.5627778;25.0;Pylône autostable;TDF;Bédéilhac Village - Che du col d'Ijou / Calamès;09400;09045;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2087257;0092290132;1;Orange;43.0891667;1.1197222;30.0;Pylône autostable;TOTEM;LA COSTE - D3 - Poumadé;09230;09046;09;LTE 700 | LTE 800 | UMTS 900
3113745;0092290226;1;Orange;42.8977778;1.9344444;42.0;Pylône autostable;SFR;73  SARRAT ROUGE;09300;09047;09;LTE 700 | LTE 800 | UMTS 900
587892;0090220016 | 0092290088;2;Orange | Orange service fixe;42.8988889;1.9563889;16.0;Pylône autostable;TOTEM;Roc de la Grenouille;09300;09047;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1791789;0092290124;1;Orange;43.0091667;1.9377778;20.6;Pylône autostable;HIVORY;ferme de laborie - chem de belloc;09600;09048;09;LTE 700 | LTE 800 | UMTS 900
2859685;0090220173 | 0092290202;2;Orange | Orange service fixe;42.9069444;1.8577778;24.0;Pylône autostable;TOTEM;61 Village de Benaix - D210;09300;09051;09;FH | LTE 700 | LTE 800 | UMTS 900
2974753;0092290203;1;Orange;43.0897222;1.0191667;32.0;Pylône autostable;TDF;LAS FAGES - Cachibidaou;09160;09054;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
3247802;0090220184 | 0092290229;2;Orange | Orange service fixe;42.8822222;1.0697222;36.3;Pylône autostable;TDF;GOUALMAJOU - 300 hameau Goualmajou;09800;09055;09;FH | LTE 700 | LTE 800 | UMTS 900
2515557;0092290181;1;Orange;43.1430556;1.5841667;38.0;Pylône autostable;SFR;D 119;09100;09056;09;LTE 700 | LTE 800 | UMTS 900
1879305;0090220127 | 0092290052;2;Orange | Orange service fixe;42.9072222;1.3152778;33.0;Pylône autostable;TDF;Carabas;09320;09057;09;FH | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2141378;0092290136;1;Orange;43.1697222;1.6041667;12.0;Pylône tubulaire;ORANGE;Le Blanqueto et la Costo;09100;09060;09;LTE 1800 | LTE 700 | LTE 800
568720;0090220073;1;Orange service fixe;43.1783333;1.5875;47.0;Pylône autostable;TDF;LE TICOL - LE TELEGRAPHE;09100;09060;09;FH
1784215;0090220136 | 0092290068;2;Orange | Orange service fixe;42.9025;1.0247222;18.0;Pylône autostable;Commune, communauté de commune;La Coume - chem forestier de la coume;09800;09062;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1806130;0090220146 | 0092290063;2;Orange | Orange service fixe;42.9405556;1.4608333;14.0;Pylône autostable;TDF;Le Sarrat - Chemin de la Cabirole à Breigne;09000;09063;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1644191;0090220115;1;Orange service fixe;42.9044444;1.3863889;5.0;Mât béton;TOTEM;Miélaques;09320;09065;09;FH
329207;0092290076;1;Orange;42.9436111;1.5377778;24.0;Pylône autostable;TOTEM;la bouzigue;09000;09066;09;GSM 900 | LTE 700 | LTE 800 | UMTS 900
4664;0090220057;1;Orange service fixe;42.785;1.6841667;6.0;Pylône autostable;TOTEM;La Beixanne;09310;09070;09;FH
3149483;0090220185 | 0092290227;2;Orange | Orange service fixe;43.0111111;1.4963889;24.3;Pylône autostable;TOTEM;LAGOUAIL ET DARRE, LE GLEYZE - CIMETIERE;09240;09071;09;FH | LTE 700 | LTE 800 | UMTS 900
646842;0090220097;1;Orange service fixe;43.0575;1.2727778;43.0;Pylône autostable;TDF;PEGUERE - CHEM DU MOULIN A VENT;09290;09073;09;FH
878509;0092290120;1;Orange;43.025;1.9655556;20.0;Pylône tubulaire;Conseil Départemental;Bernèche;09500;09074;09;LTE 800 | UMTS 900
2401794;0092290161;1;Orange;43.1533333;1.3877778;24.0;Pylône autostable;ON TOWER FRANCE;DARRE LA GLEIZO - LES MONTS;09130;09079;09;LTE 700 | LTE 800 | UMTS 900
2306591;0090220142 | 0092290146;2;Orange | Orange service fixe;42.9791667;1.76;36.0;Pylône autostable;TDF;Pech - rte du barry;09300;09080;09;FH | LTE 700 | LTE 800 | UMTS 900
564976;0092290101;1;Orange;42.9988889;1.3477778;32.0;Pylône autostable;CELLNEX;Les Fages - D 42 (de Castelneau-Durban à Laborie);09420;09082;09;GSM 900 | LTE 700 | LTE 800 | UMTS 900
2306145;0090220150 | 0092290145;2;Orange | Orange service fixe;42.7925;1.7252778;30.0;Pylône autostable;TDF;Les Seguelasses - Terrain nu;09250;09088;09;FH | LTE 700 | LTE 800 | UMTS 900
2932335;0090220181 | 0092290206;2;Orange | Orange service fixe;43.015;1.0691667;24.5;Pylône autostable;TDF;HAMEAU DE GELE - Près de la D533;09160;09091;09;FH | LTE 700 | LTE 800 | UMTS 900
923758;0090220149 | 0092290144;2;Orange | Orange service fixe;43.0072222;1.0452778;20.0;Pylône autostable;Conseil Départemental;La Mole - les Artignes;09160;09091;09;FH | LTE 700 | LTE 800 | UMTS 900
657953;0092290029;1;Orange;42.9144444;1.6819444;33.0;Pylône autostable;TOTEM;Caudu - Proche D.117;09000;09093;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2942779;0090220170 | 0092290205;2;Orange | Orange service fixe;43.1105556;1.0475;30.0;Pylône autostable;TDF;GRAVE - En face de la D535;09230;09094;09;FH | LTE 1800 | LTE 700 | LTE 800
561377;0090220160 | 0092290078;2;Orange | Orange service fixe;42.9202778;1.0525;39.5;Pylône autostable;TDF;le Caillau - Serre;09800;09095;09;FH | 5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
2788150;0092290217;1;Orange;42.7508333;1.1908333;40.5;Pylône autostable;CELLNEX;LAFOURQUE - ROUTE DES MINES D ANGLADES;09140;09100;09;LTE 700 | LTE 800 | UMTS 900
3138835;0092290021;1;Orange;43.015;1.6044444;24.5;Pylône autostable;TOTEM;Les Vergés - chem de st paouré;09120;09103;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
1588151;0092290119;1;Orange;43.0413889;1.6380556;30.0;Pylône tubulaire;TOTEM;La Plaine - Chemin de Lagraousette;09120;09104;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
2862994;0092290210;1;Orange;43.1536111;1.3272222;42.0;Pylône autostable;SFR;BATEGAS;09350;09105;09;LTE 700 | LTE 800 | UMTS 900
349476;0090220099 | 0092290084;2;Orange | Orange service fixe;43.0569444;1.8055556;24.0;Pylône autostable;TOTEM;Tibart;09600;09107;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
876127;0090220103 | 0092290080;2;Orange | Orange service fixe;43.0233333;1.8066667;25.0;Pylône autostable;Conseil Départemental;Bidorles - Haras de La Coumelle;09600;09107;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
2528306;0092290190;1;Orange;43.0163889;1.35;38.8;Pylône autostable;ON TOWER FRANCE;CASSAGNE - route vers Pomarols;09240;09108;09;LTE 700 | LTE 800 | UMTS 900
436548;0090220007 | 0092290053;2;Orange | Orange service fixe;42.9288889;1.2025;32.0;Pylône autostable;TOTEM;Plagne d'Eros - Col de Bes;09200;09114;09;FH | 5G NR 3500 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
2614907;0092290174;1;Orange;43.1261111;1.1088889;30.0;Pylône autostable;ATC FRANCE;Petites-Pyrénées - Route de CAZERES D3;09230;09120;09;LTE 700 | LTE 800 | UMTS 900
1009423;0092290114;1;Orange;42.9525;1.5975;13.0;Pylône tubulaire;TOTEM;SARRAT JEAN LE BON - Chemin du fond de la côte;09000;09122;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
2522180;0092290162;1;Orange;42.9558333;1.6247222;41.2;Pylône autostable;TDF;LA GRAOUSSE - Tunnel de Foix / Tête Sud;09000;09122;09;GSM 900 | LTE 800
411955;0092290091;1;Orange;42.9747222;1.6066667;18.3;Immeuble;Copropriété, Syndic, SCI;Les Bruillols - r des bruilhols - entre n20 et chem de fer;09000;09122;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 800
443704;0092290070;1;Orange;42.9608333;1.61;35.0;Bâtiment;Commune, communauté de commune;20 Av du Général de Gaulle - Espace Olivier Carol;09000;09122;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
4608;0090220015;1;Orange service fixe;42.9541667;1.6136111;15.0;Bâtiment;TOTEM;7 t av de ferrières;09000;09122;09;FH | FH ABI
514751;0090220102 | 0092290108;2;Orange | Orange service fixe;42.9688889;1.6205556;43.0;Pylône autostable;TDF;Pech-de-Miey - Pylône TDF;09000;09122;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
2141402;0092290135;1;Orange;43.1697222;1.4125;20.0;Pylône tubulaire;TOTEM;Thomas - Stade Thomas;09130;09124;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2526852;0092290164;1;Orange;42.9047222;1.7052778;24.0;Pylône autostable;ATC FRANCE;Plaine de Pic - Le Sourt;09300;09126;09;LTE 700 | LTE 800 | UMTS 900
2552554;0092290170;1;Orange;42.8933333;1.7363889;36.0;Pylône autostable;ATC FRANCE;110 Armentière et Petit;09300;09126;09;LTE 700 | LTE 800 | UMTS 900
545582;0090220094;1;Orange service fixe;42.9155556;1.5580556;5.0;Bâtiment;Particulier;Bladas;09000;09130;09;FH ABI
3053386;0090220180 | 0092290214;2;Orange | Orange service fixe;42.7644444;1.5752778;18.0;Pylône autostable;TDF;Ligounat - Chemin de Ligounat;09220;09134;09;FH | LTE 1800 | LTE 700 | LTE 800
1896209;0092290128;1;Orange;43.0122222;1.6766667;27.2;Pylône autostable;Conseil Régional;CAZALS - chem de burlan;09120;09137;09;LTE 700 | LTE 800 | UMTS 900
2954291;0092290215;1;Orange;42.9613889;1.6941667;42.0;Pylône autostable;TDF;LASPINASSIERE - Proche de chemin de la calmette;09000;09138;09;LTE 700 | LTE 800 | UMTS 900
1751188;0090220121;1;Orange service fixe;42.5769444;1.7919444;30.0;Pylône autostable;Sociétés d'Autoroutes;L'Aycherque - Tunnel du Puymorens - PYLONE PLATEFORME ARIEGE;09390;09139;09;FH
3118504;0092290077;1;Orange;42.5769444;1.7916667;40.0;Pylône autostable;Sociétés d'Autoroutes;Pont Cerda - entrée tunnel;09390;09139;09;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
518936;0092290117;1;Orange;42.5919444;1.805;30.0;Pylône autostable;TDF;COURTALASSE ET PRADETS - RN 20 - Camping de l'Hospitalet - CAMPING MUNICIPAL;09390;09139;09;LTE 700 | LTE 800 | UMTS 900
930649;0092290077;1;Orange;42.5769444;1.7916667;8.0;Tunnel;Sociétés d'Autoroutes;Pont Cerda - entrée tunnel;09390;09139;09;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
484163;0090220072;1;Orange service fixe;42.7555556;1.8413889;8.0;Bâtiment;Commune, communauté de commune;Col du Chioula;09110;09140;09;FH
2587535;0092290175;1;Orange;42.9377778;0.9638889;24.0;Pylône autostable;ATC FRANCE;Las Vignas - La Coume_D 504;09800;09141;09;LTE 700 | LTE 800 | UMTS 900
2534700;0092290166;1;Orange;42.7838889;1.5558333;36.0;Pylône autostable;ATC FRANCE;Laramade d'en Bas - route departementale n°8 de foix à Seix;09220;09143;09;LTE 700 | LTE 800 | UMTS 900
2312620;0090220141;1;Orange service fixe;43.05;1.9291667;8.0;Mât béton;ORANGE Services Fixes;Camp del Bosc - D 7;09500;09150;09;FH
2279198;0092290149;1;Orange;43.1569444;1.7491667;30.0;Pylône autostable;SFR;QUARTIER CHATEAU;09500;09153;09;LTE 700 | LTE 800 | UMTS 900
3130324;0090220182 | 0092290219;2;Orange | Orange service fixe;42.8008333;1.6269444;12.7;Pylône autostable;TDF;ESPLAS - Chemin rural Lescalie;09310;09156;09;FH | LTE 700 | LTE 800 | UMTS 900
459523;0092290018;1;Orange;42.9644444;1.8652778;31.6;Pylône autostable;TOTEM;35 b  av du 11 novembre;09600;09157;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
2425733;0090220154;1;Orange service fixe;43.0658333;1.1708333;3.0;Mât;ORANGE Services Fixes;La Font du Roi - Près D 235;09230;09158;09;FH
2726320;0090220154;1;Orange service fixe;43.0658333;1.1708333;21.0;Mât;Syndicat des eaux, Adduction;La Font du Roi - Près D 235;09230;09158;09;FH
2745456;0092290195;1;Orange;43.0611111;1.1513889;42.0;Pylône autostable;TDF;Bosc de Trinque - D303;09230;09158;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800
307655;0092290064;1;Orange;43.0658333;1.1708333;21.0;Château d'eau - réservoir;Syndicat des eaux, Adduction;LA FONT DU ROI - Près D.235 - Château d'eau de Lasserre;09230;09158;09;GSM 900 | LTE 700 | LTE 800 | UMTS 900
439961;0090220003 | 0092290020;2;Orange | Orange service fixe;42.9308333;1.8466667;35.0;Pylône autostable;TOTEM;PRAIRIE DE MADAME - 4 r du central téléphonique;09300;09160;09;FH | 5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
503670;0092290079;1;Orange;42.9436111;1.8502778;32.0;Pylône autostable;TDF;La Coume - R mirabeau;09300;09160;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
646219;0092290027;1;Orange;42.92;1.8608333;24.0;Pylône autostable;TOTEM;Montsec;09300;09160;09;5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
3061671;0090220186 | 0092290221;2;Orange | Orange service fixe;42.9836111;1.9111111;24.0;Pylône autostable;TOTEM;Croix du Rouyre - Chemin de Rouyre;09600;09161;09;FH | LTE 700 | LTE 800 | UMTS 900
764119;0090220074 | 0092290058;2;Orange | Orange service fixe;42.7741667;1.5433333;44.0;Pylône autostable;TDF;Croix de Ste tanoque - Foret de Teilhet;09220;09162;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1007085;0092290112;1;Orange;42.9363889;1.9122222;36.0;Pylône autostable;TOTEM;Las Rives - Chem du Castel à Aiguillanes;09300;09165;09;GSM 900 | LTE 700 | LTE 800 | UMTS 900
757446;0092290028;1;Orange;42.9402778;1.7236111;33.0;Pylône autostable;TOTEM;LE SARRAT;09300;09166;09;GSM 900 | LTE 800 | UMTS 900
703234;0092290040;1;Orange;43.2736111;1.3480556;29.0;Pylône tubulaire;TOTEM;Le Biac Chateau - Aire de loisirs Pont du Roze;09210;09167;09;5G NR 2100 | GSM 900 | LTE 1800 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
2227145;0090220134 | 0092290140;2;Orange | Orange service fixe;43.0213889;1.8511111;36.0;Pylône autostable;TDF;Planol de la  Croix - RD 7A;09600;09169;09;FH | LTE 700 | LTE 800 | UMTS 900
2840106;0092290212;1;Orange;43.2719444;1.5169444;26.8;Pylône autostable;FREE-MOBILE;LES CLEDES - CHEMIN DE LA JADE - station épuration;09700;09170;09;LTE 700 | LTE 800 | UMTS 900
3094032;0092290225;1;Orange;43.0291667;1.7122222;42.2;Pylône autostable;HIVORY;LES ROSES - Chemin du cimetiere;09120;09179;09;LTE 700 | LTE 800 | UMTS 900
2582856;0090220157 | 0092290168;2;Orange | Orange service fixe;43.0613889;1.3338889;36.0;Pylône autostable;ATC FRANCE;Le Gay - plaine de Rieubach;09290;09181;09;FH | LTE 700 | LTE 800 | UMTS 900
2582868;0090220158 | 0092290104;2;Orange | Orange service fixe;43.0911111;1.3452778;30.0;Pylône autostable;TOTEM;Mont Calbech - Chem de Mont Calbech - Souleilla;09290;09181;09;FH | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
3203599;0090220188 | 0092290224;2;Orange | Orange service fixe;43.0419444;1.32;30.0;Pylône autostable;TDF;LE BALUET - CHEMIN LA PLANE;09290;09181;09;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
4598;0090220009;1;Orange service fixe;42.89;1.3441667;10.0;Pylône autostable;TOTEM;LAISLE - av de l'Europe;09320;09182;09;FH
761426;0090220079 | 0092290062;2;Orange | Orange service fixe;42.895;1.3775;35.0;Pylône autostable;TDF;La Ruère;09320;09182;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
1880987;0090220179 | 0092290025;2;Orange | Orange service fixe;43.0336111;0.9952778;36.0;Pylône tubulaire;TOTEM;Pré Bediau - Bois de la Mole;09160;09183;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
2307327;0090220153 | 0092290148;2;Orange | Orange service fixe;43.0775;1.2277778;30.0;Pylône autostable;TDF;Gaillard - chemin communal vers cimetière;09230;09184;09;FH | LTE 700 | LTE 800 | UMTS 900
875204;0092290115;1;Orange;43.2505556;1.6663889;40.0;Pylône autostable;CELLNEX;Abdon;09270;09185;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 800 | UMTS 900
679364;0092290160;1;Orange;43.0441667;1.0725;34.0;Pylône autostable;TDF;Les Plagnats - Ch des Bernets;09160;09187;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
1895881;0090220129;1;Orange service fixe;42.8716667;1.6305556;6.0;Bâtiment;TDF;LES LOUBATIERES - LA BARTHE;09400;09188;09;FH
2614925;0090220129 | 0092290163;2;Orange | Orange service fixe;42.8716667;1.6302778;26.7;Pylône autostable;ORANGE;LES LOUBATIERES - LA BARTHE;09400;09188;09;FH | 5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
330497;0090220090;1;Orange service fixe;42.6577778;1.8375;10.0;Pylône tubulaire;TOTEM;la pl - CT;09110;09189;09;FH | FH ABI
675797;0092290048;1;Orange;42.6536111;1.8408333;28.0;Pylône autostable;HIVORY;ROC DE L'AIGLE - LES ESQUEROLES;09110;09189;09;GSM 900 | LTE 700 | LTE 800 | UMTS 900
757411;0090220060 | 0092290010;2;Orange | Orange service fixe;42.6119444;1.8125;9.0;Pylône autostable;TOTEM;Roc Gardioles;09110;09189;09;FH | FH ABI | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
2185751;0092290137;1;Orange;42.8030556;1.5922222;19.0;Pylône autostable;TDF;Le Bousquet Redoun;09400;09192;09;LTE 700 | LTE 800 | UMTS 900
2194389;0092290153;1;Orange;42.7186111;2.0033333;25.9;Pylône autostable;FREE-MOBILE;PRE D EN MATHIEU - BAC DE L HORRY - STATION DE SKIDE MIJANES;09460;09193;09;LTE 700 | LTE 800 | UMTS 900
2290837;0090220162 | 0092290019;2;Orange | Orange service fixe;43.0947222;1.9077778;32.0;Pylône autostable;TOTEM;Chevalier - Chem de la Métairie;09500;09194;09;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
2642974;0092290200;1;Orange;43.1327778;1.84;46.2;Pylône autostable;ON TOWER FRANCE;BONNELLE;09500;09194;09;LTE 700 | LTE 800 | UMTS 900
2814137;0092290199;1;Orange;43.0877778;1.8663889;16.0;Pylône tubulaire;TOTEM;15B chemin de la Mestrisse;09500;09194;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 700 | LTE 800
675369;0092290046;1;Orange;43.1875;1.6422222;27.0;Château d'eau - réservoir;Commune, communauté de commune;pl du château d'eau;09700;09199;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
1689768;0090220119 | 0092290118;2;Orange | Orange service fixe;42.8819444;1.7563889;43.0;Pylône autostable;TOTEM;Les Talcs;09300;09206;09;FH | GSM 900 | LTE 700 | LTE 800 | UMTS 900
4626;0090220024;1;Orange service fixe;42.8444444;1.7444444;6.0;Pylône autostable;TOTEM;Les Monts d'Olmes - Parking station de ski;09300;09206;09;FH
757453;0090220068 | 0092290036;2;Orange | Orange service fixe;42.9108333;1.7786111;37.0;Pylône autostable;TOTEM;Pippiè - chem pradelles;09300;09206;09;FH | GSM 900 | LTE 800 | UMTS 900
757725;0092290033;1;Orange;42.8436111;1.7452778;31.7;Immeuble;Copropriété, Syndic, SCI;MONTS D'OLMES - imm cristal résid front de neige;09300;09206;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
100121;0090220027;1;Orange service fixe;42.9330556;1.6330556;8.0;Bâtiment;;av de Paris;09330;09207;09;FH
3049929;0090220178 | 0092290207;2;Orange | Orange service fixe;42.9986111;1.0788889;24.0;Pylône autostable;TDF;Le Vignot - Chemin de Lacraste;09160;09208;09;FH | LTE 1800 | LTE 700 | LTE 800
2822088;0092290184;1;Orange;42.9952778;1.1916667;38.0;Pylône autostable;TDF;LA BATISSE - ROUTE DE LESCURE - RD 117;09200;09209;09;5G NR 2100 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
1896102;0090220130 | 0092290034;2;Orange | Orange service fixe;42.8997222;1.6247222;24.0;Pylône autostable;TOTEM;La Hiérasse - Seignaux;09000;09210;09;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
457921;0090220042 | 0092290005;2;Orange | Orange service fixe;42.8933333;1.5872222;63.0;Pylône haubané;TDF;Taoussomalo - ROC DU TRAUCADOU;09000;09210;09;FH | 5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
1720780;0092290187;1;Orange;42.8725;1.8294444;21.0;Pylône tubulaire;ATC FRANCE;PRADE ET LE SOULA DEL FOUR;09300;09211;09;LTE 1800 | LTE 700 | LTE 800 | UMTS 900
4640;0090220037;1;Orange service fixe;42.8725;1.8294444;6.0;Mât;ORANGE Services Fixes;Le Fourniel;09300;09211;09;FH
2726425;0090220164 | 0092290171;2;Orange | Orange service fixe;42.9294444;1.1022222;36.0;Pylône autostable;TDF;La Ruere;09200;09214;09;FH | LTE 1800 | LTE 700 | LTE 800
2853359;0092290209;1;Orange;42.9588889;1.1044444;20.8;Pylône autostable;FREE-MOBILE;Costes - Proche route de montfaucon;09200;09214;09;LTE 700 | LTE 800 | UMTS 900
1306155;0090220107;1;Orange service fixe;42.9155556;1.7594444;6.0;Mât métallique;ORANGE Services Fixes;Croux - Mandrail;09300;09215;09;FH
727274;0092290123;1;Orange;42.9166667;1.7505556;40.0;Pylône autostable;HIVORY;Le Souleilla;09300;09215;09;LTE 700 | LTE 800 | UMTS 900
4662;0090220055;1;Orange service fixe;42.9091667;0.9388889;7.0;Pylône autostable;ORANGE Services Fixes;Foret d'Orgibet;09800;09219;09;FH
2121334;0092290134;1;Orange;42.6880556;1.9155556;12.0;Pylône tubulaire;TOTEM;4 la forge;09110;09220;09;LTE 700 | LTE 800 | UMTS 900
687831;0092290035;1;Orange;42.8155556;1.6305556;31.0;Pylône tubulaire;TOTEM;Cabanas - Quartier Fontanette;09400;09221;09;5G NR 3500 | 5G NR 700 | GSM 900 | LTE 2100 | LTE 700 | LTE 800 | UMTS 900
2668553;0092290189;1;Orange;42.8683333;1.2272222;30.0;Pylône autostable;TOTEM;Route d'Aulus - Oust;09140;09223;09;LTE 700 | LTE 800 | UMTS 900
2670709;0092290191;1;Orange;42.8852778;1.2330556;24.0;Pylône autostable;TOTEM;Sausolle;09140;09223;09;LTE 700 | LTE 800 | UMTS 900
517078;0090220126 | 0092290015;2;Orange | Orange service fixe;43.1;1.4397222;28.0;Pylône autostable;TDF;Pujol grand;09130;09224;09;FH | 5G NR 2100 | GSM 900 | LTE 1800 | LTE 700 | LTE 800 | UMTS 900
1930433;0092290126;1;Orange;43.1105556;1.6311111;28.0;Pylône tubulaire;TOTEM;9 AV DE LA BOURIETTE - CHEMIN DE LA MOLE;09100;09225;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
3107978;0092290220;1;Orange;43.135;1.6241667;31.6;Pylône autostable;Sociétés d'Autoroutes;LA COLLE - 444 Route de Villeneuve;09100;09225;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800
456886;0090220132 | 0092290054;2;Orange | Orange service fixe;43.0961111;1.6055556;44.0;Pylône autostable;TDF;St-Raymond;09100;09225;09;FH | 5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
533845;0092290097;1;Orange;43.105;1.6194444;15.2;Bâtiment;Particulier;32 Av de Foix - D 624;09100;09225;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
574082;0092290102;1;Orange;43.1186111;1.6308333;36.0;Pylône autostable;RTE;Lamounaque - D.11 - Rte de Delpech - Pylône RTE n°178;09100;09225;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 800
690111;0092290103;1;Orange;43.1191667;1.6180556;25.0;Pylône tubulaire;SFR;Bld de la Gare;09100;09225;09;5G NR 3500 | 5G NR 700 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 800 | UMTS 900
985470;0090220012 | 0092290111;2;Orange | Orange service fixe;43.1166667;1.6094444;22.0;Mât métallique;TOTEM;25, Rue des Carmes;09100;09225;09;FH | 5G NR 3500 | 5G NR 700 | GSM 900 | LTE 1800 | LTE 2100 | LTE 2600 | LTE 700 | LTE 800 | UMTS 900
